,メロス,太宰,治,暴虐,王,政治,村,牧人,笛,羊,人,倍,未明,野,山越え,里,此の,市,父,母,女房,妹,二人,花婿,事,結婚式,花嫁,祝宴,御馳走,品々,買い集め,都,大路,竹馬,友,セリヌンティウス,今,石工,楽しみ,まち,様子,夜,全体,のんき,路,年,皆,歌,筈,首,老爺,語勢,両手,質問,低声,王様,悪心,妹婿,御自身,御子,皇后,賢臣,様,国王,乱心,臣下,心,疑い,者,人質,御,命令,十字架,男,買い物,王城,巡邏,警吏,懐中,短剣,騒ぎ,前,短刀,暴君,ディオニス,威厳,顔,眉間,皺,手,仕方,孤独,悪徳,民,忠誠,心構え,人間,呟き,わし,平和,為,自分,地位,罪,口,腹,綿,奥底,磔,覚悟,命乞い,視線,瞬時,情,処刑,日間,日限,一人,亭主,日,声,嘘,小鳥,約束,帰り,無二,友人,目,日暮,気味,磔刑,世の中,願い,日没,永遠,面前,佳,相,一切,事情,無言,間,初夏,満天,星,一睡,急ぎ,翌る日,午前,陽,村人,仕事,兄,羊群,番,疲労,姿,用事,ほう,頬,家,神々,祭壇,席,床,呼吸,眠り,眼,明日,婿,葡萄,季節,夜明け,議論,真昼,新郎,新婦,宣誓,ころ,黒雲,空,雨,車軸,大雨,中,むんむん,満面,喜色,乱れ,人々,外,豪雨,気,身,鞭打ち,出発,分,時,頃,小降り,未練,今宵,歓喜,秘密,誇り,夢見,肩,宝,他,弟,宴席,小屋,薄明,南無三,刻限,分間,是非,信実,台,両腕,雨中,矢,奸佞,名誉,幾度,自身,森,隣村,止み,額,汗,こぶし,故郷,夫婦,必要,小歌,行き,全,里程,半ば,災難,足,前方,川,山,水源地,濁流,下流,一挙,橋,響き,激流,木葉,微塵,橋桁,限り,浪,渡,守り,流れ,海,川岸,男泣き,ゼウス,太陽,友達,叫び,刻,一刻,愛,誠,力,匹,大蛇,のた,相手,闘争,満身,腕,渦巻き,奮迅,子,神,哀れ,対岸,樹木,幹,馬,胴震い,西,ぜいぜい,峠,のぼり,一隊,山賊,全部,命,一斉,棍棒,飛鳥,正義,猛然,隙,一気,折,午後,灼熱,眩暈,歩,膝,天,切り,韋駄天,真,勇者,不信,壺,全身,芋虫,路傍,草原,身体,精神,共,不,根性,隅,精,徒,胸,心臓,血液,根,一家,運命,本当,ど,疑惑,雲,互い,囲み,上,給う,だらし,卑劣,地上,人種,一緒,世界,定法,やん,哉,四肢,耳,潺々,水,音,頭,息,岩,滾々,清水,泉,夢,肉体,希望,義務,遂行,斜陽,光,葉,枝,問題,詫び,信頼,先刻,悪魔,囁き,五臓,ふい,恥,士,風,野原,酒宴,犬,小川,一団,旅人,瞬間,会話,小耳,裸体,度,血,弟子,後,方,助け,死刑,思い,刑場,信念,及ぶ,最後,死力,ゆらゆら,地平線,片,残光,疾風,大声,喉,到着,柱,縄,徐々,勇,刑吏,両足,口々,涙,途中,一度,資格,右頬,微笑み,唸り,同時,抱き合い,嬉し泣き,歔欷,背後,望み,妄想,仲間,歓声,万歳,ひとり,少女,緋,マント,娘,古,伝説,詩
メロス,1.0000006,0.2597426,0.15114044,0.23106012,0.2854095,0.14917377,0.12970866,0.34690174,0.13011539,0.15032336,0.16911598,0.039537292,0.08475136,0.0878727,0.101201884,0.118296795,0.17861316,0.15450764,0.2687618,0.31872827,0.29607427,0.4055896,0.35115927,0.4008071,0.13813928,0.26033035,0.4008071,0.21183152,0.08940799,0.059428554,0.121117756,0.22875968,0.047301743,0.10350445,0.21581039,0.26067576,0.23242271,0.11993886,0.18971416,0.16621734,0.2123742,0.25265837,0.052211955,0.1546491,0.06530084,0.14854504,0.104849786,0.35510576,0.18471766,0.16750333,0.21816397,0.18346827,0.19954892,0.10547106,0.16721457,0.3119454,0.09871127,0.28160834,0.034836844,0.32966346,0.27605188,0.28160834,0.11661322,0.2954339,0.235343,0.28160834,0.22879437,0.07711064,0.16481875,0.214047,0.116168454,0.09753991,0.31426716,0.38010982,0.109136656,0.2449356,0.25627318,0.22335452,0.15122294,0.21143691,0.17390724,0.16244002,0.2378574,0.19617938,0.2854095,0.14923134,0.20552504,0.08409786,0.05114554,0.21694818,0.11807011,0.3295577,0.19455606,0.1753419,0.2954857,0.106048666,0.17523682,0.08014856,0.12279901,0.17911106,0.11570573,0.20798364,0.11587595,0.21661663,0.056250796,0.09702423,0.107784614,0.20030804,0.31426716,0.17334177,0.27823156,0.18311816,0.022141978,0.13024737,0.28471163,0.123240575,0.16002092,0.23209344,0.28587362,0.11687558,0.17162046,0.25395343,0.24021573,0.27681324,0.07262555,0.13704018,0.2849027,0.11497481,0.16182908,0.1348399,0.31426716,0.11647366,0.2696556,0.08292058,0.31280702,0.14641939,0.24945098,0.065940775,0.034831572,0.14620331,0.18596473,0.11207953,0.17507637,0.14391395,0.21677566,0.15167537,0.08446205,0.09546905,0.05270069,0.11525132,0.21117069,0.11557308,0.3418205,0.15032336,0.24625912,0.037367802,0.2273636,0.09372399,0.14036645,0.22828783,0.23931512,0.26696277,0.2449356,0.15824044,0.16222085,0.13571826,0.22070998,0.04224834,0.13086241,0.29603922,0.14635268,0.12073302,0.23840463,0.108928695,0.3462407,0.21925496,0.22898881,0.16861475,0.1833688,0.063750565,0.2063261,0.14325261,0.12721176,0.047777858,0.13319711,0.16567308,0.18037495,0.18037495,0.05313527,0.21718775,0.07410448,0.073052526,0.15324825,0.109674186,0.08225018,0.08830659,0.067515425,0.12123547,0.19212557,0.0852372,0.2660834,0.25626868,0.2207084,0.2143994,0.18332738,0.32616782,0.18108365,0.16333781,0.06668333,0.33239844,0.047882847,0.23952782,0.20660627,0.15234847,0.2565152,0.0809824,0.092016764,0.28160834,0.08271805,0.22630018,0.020256992,0.18750371,0.18646066,0.15117408,0.16521099,0.22118175,0.25727427,0.08284518,0.040062767,0.090038754,0.09545557,0.23369606,0.30304453,0.2445213,0.0037654974,0.32695746,0.15328228,0.0864054,-0.05437512,0.120970964,0.18324701,0.104669355,0.10390472,0.1327738,0.12174916,0.037801053,0.042311314,0.047770422,0.118614554,0.15546751,0.16593279,0.061138622,0.21807113,0.09207279,0.013351475,0.08900826,0.1639339,0.29442602,0.17502168,0.07623958,0.22313195,0.1327738,0.2942649,0.26696268,0.14640217,0.28686354,0.3062532,0.13327083,0.17695546,0.4455936,0.06559078,0.074540116,0.18352307,0.17775781,0.12268637,0.18113519,0.14026056,0.27324867,0.18241502,0.12957999,0.2608121,0.26716596,0.23779793,0.28683126,0.17154469,0.11280659,0.05752814,0.095694155,0.24934225,0.12355234,0.10751687,0.101201884,0.09455315,0.14502619,0.31086275,0.09014489,0.26711187,0.040825438,0.21143691,0.1654844,0.18671691,0.2032324,0.1998723,0.08295425,0.092527956,0.099858776,0.2642019,0.17972481,0.17530876,0.10744242,0.17292199,0.017083913,0.22389005,0.17445037,0.30876493,0.13285422,0.19606644,0.14659604,0.21689358,0.20322013,0.17249955,0.08663388,0.14603011,0.17055401,0.009785566,0.12830141,0.118038416,0.21734715,0.21822055,0.25727,0.17269363,0.06920861,0.025341015,0.21811612,0.36389774,0.19421929,0.14133883,0.101037525,0.063750565,0.17781839,0.11668523,0.05750653,0.1392374,0.109375596,0.18793502,0.10613793,0.1471412,0.19615564,0.20242034,0.023417734,0.18338454,0.22906107,0.14424434,0.12993239,0.04268596,0.04226106,0.090146236,0.1582915,0.20264018,0.09471306,0.01157378,0.08524175,0.16153625,0.32616782,0.18871275,0.19645023,0.05844296,0.05118742,0.13219126,0.13913263,0.11873451,0.13405123,0.03952198,0.08108799,0.09867886,0.15037516,0.35447425,0.29737994,0.07606536,0.19270283,0.16294155,0.13189112,0.218645,0.124658056,0.21183163,0.16926181,0.11894926,0.09974009,0.20286411,0.16080633,0.1834646,0.18605049,0.26401633,0.15525095,0.19950303,0.26660067,0.11837223,0.08313653,0.20835255,0.22528864,0.30987608,0.28471142,0.1764603,0.059724417,0.23464593,0.23718104,0.1734483,0.23739344,0.13802952,0.061775103,0.28051406,0.15279818,0.06231175,0.13952366,0.10119601,0.16406891,0.093650475,0.18107474,0.2657876,0.17075345,0.21809763,0.23170017,0.13577162,0.12663957,0.0097589465,0.22828777,0.23645553,0.090146236,0.08551584,0.35383624,0.2942649,0.21103656,0.14344065,0.20349862,0.24411534,0.16497877,0.15820886,0.17684086,0.19875352,0.44080725,0.22740538,0.2309418,0.40825182,0.16333544,0.29783714,0.37172323
太宰,0.2597426,0.99999964,0.4215825,0.11532374,0.082686596,0.16917227,-0.0045806402,0.15239175,0.10588257,0.164302,0.12011216,0.019712878,0.13943683,0.08461226,0.14533652,0.07851922,0.12164753,0.047404952,0.15733802,0.15458041,0.34803334,0.19652778,0.07355837,0.1027997,0.062724926,0.069847405,0.1027997,0.13328965,0.098364174,0.07552936,0.030630955,0.06479224,0.098077804,0.07463705,0.16125639,0.19305514,0.13312158,0.07934107,0.06602379,0.11742958,0.08027742,0.15245314,-0.009370086,0.11306164,0.12538299,0.094777755,0.042593297,0.17346287,0.08774677,0.08982525,0.22731401,0.17557494,0.015099099,0.052423567,0.055603437,0.12182122,0.1447672,0.24026515,0.12544101,0.12989989,0.237215,0.24026515,0.07725319,0.148555,0.11995409,0.24026515,0.17127918,0.08708331,0.090505384,0.04874498,0.103116564,-0.024114002,0.10770674,0.14821115,0.062306233,0.022666985,0.1383033,0.08236041,0.164632,0.09385617,0.102921,0.09726242,0.14268945,0.07634346,0.082686596,0.14964461,0.087209426,0.062221263,0.073563404,0.027166778,0.07869159,0.24922542,0.07370453,0.03353813,0.13947468,0.118763566,0.18694712,0.15585737,0.16557379,0.1277005,-0.0051958114,0.14957434,0.028940307,0.1340277,0.08563938,0.04030622,0.023108864,0.20356753,0.10770674,0.14212438,0.117454246,0.07171526,0.047231384,0.16205917,0.06462954,0.03294591,0.24500535,0.11888151,0.1607432,0.066253796,0.05141103,0.12174888,0.16734846,0.03660779,0.04266573,0.028794391,0.24808517,0.09646472,0.1814835,0.09256752,0.10770674,0.13973296,0.045019586,0.0917067,0.13910367,0.13677627,0.17636114,-0.0005451478,0.0066283387,0.05163454,0.108490914,0.050865352,0.10521695,0.12438257,0.0888102,0.16852376,0.07990137,0.10482698,0.049867585,0.16087687,0.076952115,0.11018627,0.13394894,0.164302,0.14461538,0.074325226,0.087822475,0.072886035,0.067498855,0.08529027,0.18124409,0.14052887,0.022666985,0.02528831,0.08749538,0.06020327,0.12397355,0.12828352,0.030139945,0.12291412,0.0458644,0.14152503,0.13520563,0.11864886,0.21097086,0.0926874,0.10752825,0.09394613,0.16399395,0.17340894,0.12979624,0.054637786,0.077428915,0.01609736,0.13585217,0.035386086,0.084996544,0.084996544,0.043288168,0.14178793,0.041034214,0.04928742,0.12496587,0.06205325,0.1065348,0.06349822,0.083332025,0.12572037,0.17337951,0.08013138,0.16560765,0.17102186,0.12048676,0.060402878,0.10123691,0.18803024,0.0768755,0.04344178,0.032736685,0.1664721,0.031555206,0.15321673,0.18887678,0.24959892,0.17749563,0.095291555,0.06673601,0.24026515,0.02339415,0.018212173,0.012374394,0.023014212,0.4897909,0.14888947,0.13375783,0.15734477,0.1601784,0.065645605,0.026655871,0.07521643,0.027778927,0.118625976,0.18475646,0.14615257,0.015350776,0.2346845,0.10165904,0.03148321,0.08613954,0.11113037,0.11347587,0.0030129962,-0.00015213547,0.08865371,0.08637553,0.07053574,0.043311056,0.05375996,0.08992887,0.18061586,0.14796719,0.03613163,0.20025583,0.1115547,0.10888611,0.027851116,0.24479812,0.16110975,0.07371499,0.03700617,0.060121983,0.08865371,0.1637955,0.14052892,0.0631324,0.1540734,0.13941634,0.11641071,0.14204578,0.15928309,0.10768192,0.030225325,0.15743001,0.116819315,0.17751688,0.07299184,0.14364326,0.0785158,0.055502474,0.08843146,0.17129242,0.122428864,0.0828233,0.21619615,0.10416604,0.13751855,0.080758214,0.08558889,0.11582315,0.019066745,0.11360702,0.14533652,0.07348002,-0.011766457,0.12153571,0.1121294,0.073914334,-0.0065451614,0.09385617,0.18416773,0.1547025,0.122661956,0.07658697,0.059345394,0.13652469,0.071317375,0.12083262,0.18464674,0.115267225,0.075681895,0.12381825,0.079548955,0.1076992,0.10508334,0.10331469,0.12471789,0.11718108,0.06799354,0.21198323,0.14037853,0.1022695,0.09857203,0.17584033,0.016820613,0.068332285,0.14446795,0.13079032,0.09081531,0.19577512,0.050476752,0.09406725,0.10296056,0.055115573,0.183638,0.124259785,0.07829976,0.10480932,0.08532162,0.17340894,0.050802365,0.08186857,0.1273109,0.16248126,0.14858869,0.07815914,-0.021102529,0.12976067,0.056243498,0.11664152,0.096486285,0.06499204,0.2110951,0.04045312,0.07297876,0.13135019,0.008859139,0.09815317,0.11571294,0.05163814,0.08003582,0.17171715,0.20405397,0.14545956,0.18803024,0.104081005,0.038534302,0.020337574,-0.003892934,0.06105224,0.05824238,0.111833334,0.07399543,0.10487556,0.09351847,0.047351323,0.103264146,0.15160927,0.087050825,0.117030405,0.07877572,0.16411027,0.01200141,0.15480554,0.1481716,0.13328968,0.16094574,0.18798603,-0.014969464,0.26552758,0.08890184,0.14729844,0.048600905,0.12001753,0.09500879,0.066609964,0.25826666,0.068648145,0.055703342,0.02027648,0.14708419,0.1452975,0.064629555,0.14270577,0.05679124,0.08014432,0.044669814,0.11486444,0.12442839,0.10225164,0.008066883,0.19761568,0.035036303,0.118085384,0.03292657,0.011708834,0.07685637,0.013755672,0.20099491,0.079530135,0.035075534,0.09369538,0.102086335,0.09056938,0.08560465,0.033478647,0.08529027,0.052428063,0.09815317,0.054496545,0.06850863,0.1637955,0.53275865,0.054692935,0.088016555,0.16238187,0.059369005,0.02943423,0.103841424,0.20147322,0.19425085,0.2065045,0.099177524,0.16005905,0.16045682,0.09771217,0.40795815
治,0.15114044,0.4215825,1.0000001,0.10195943,0.1735131,0.2767478,0.08086906,0.1350491,0.1630885,0.10519982,0.12625532,0.025237098,0.12166701,0.18812156,0.13497931,0.20511335,0.16531177,0.102545954,0.14341919,0.100808434,0.25017187,0.09613517,0.07643012,0.08919746,0.056686804,0.06172783,0.08919746,0.11738448,0.025360724,0.0037242805,-0.076695114,0.26055416,0.16602728,0.036937464,0.17134242,0.10719386,0.18118519,0.14127544,0.02965574,0.19839463,0.04544802,0.14125368,0.110812336,0.13852595,0.10995664,0.16009662,0.09803619,0.1167325,0.038437232,0.11166036,0.24925466,0.115501516,0.051140018,0.038057413,0.024337659,0.22330534,0.135804,0.23636962,0.17934029,0.16427878,0.23779963,0.23636962,0.06799937,0.17427984,0.15572341,0.23636962,0.116913505,0.13084479,0.10726456,0.05086923,0.1274488,0.04357287,-0.0018074759,0.14603153,0.05846516,0.06892826,0.113352396,0.06711022,0.13647167,0.07031872,0.12448274,0.13583225,0.11450627,0.05833446,0.1735131,0.084312856,0.103380345,0.102112584,0.11292724,0.12000002,0.08722804,0.16662091,0.13855934,0.21940248,0.18662187,0.11954396,0.17224407,0.16957016,0.10787574,0.13032529,0.019075159,0.12631099,0.09448269,0.15468757,0.073280744,0.05518368,0.1418058,0.068710655,-0.0018074438,0.045775697,0.116975814,0.033804476,0.039155778,0.17710054,0.10908636,0.10335414,0.14726071,0.1386543,0.13889399,0.118233986,0.1063878,0.123337686,0.1094932,0.041884318,0.06357896,0.1146643,0.0828088,0.09607814,0.2623058,0.068056606,-0.0018074759,0.11777776,0.09934987,0.10465613,0.10719395,0.09235346,0.26275188,0.113526165,0.03062292,0.062407978,0.03645504,0.05687681,0.06836837,0.09283853,0.08860742,0.15762365,0.10350996,0.11970216,0.08957065,0.17043719,0.078802265,0.096236415,0.15509456,0.10519982,0.15381987,0.0940298,0.032896902,0.024450658,0.14028151,0.08634138,0.17911494,0.10693426,0.06892826,0.019560711,0.119294114,0.18571718,0.13424255,0.09626088,0.057094373,0.14850457,0.12312073,0.16679305,0.09054066,0.07844122,0.21057197,0.055739276,0.06735825,0.1623958,0.119414926,0.06814449,0.06532524,0.07977732,0.04777901,0.038914192,0.07858031,0.06571823,0.022914443,0.022914443,0.11835313,0.10381851,0.08810047,0.055388752,0.08077314,0.019593086,0.17221802,0.04672765,0.072074085,0.052880477,0.11570578,0.091461726,0.07575361,0.103787735,0.049682904,0.107700095,0.10816129,0.1557257,0.10070522,0.04141526,0.13999148,0.1876986,0.13107684,0.14986703,0.058711365,0.10127941,0.099322475,0.059452772,0.108326584,0.23636962,-9.3155155e-05,0.045114737,0.06964489,0.18233861,0.44069344,0.17730625,0.097340725,0.17973258,0.16774735,0.12570964,0.05090109,0.022206673,0.057383634,0.10952764,0.14289458,0.13567242,-0.031800836,0.12768535,0.068317376,0.15856981,0.10627655,0.104203105,0.13444814,0.061176695,0.0118244495,0.105544746,0.110674195,0.13166375,0.04169509,0.10360057,0.08970366,0.12820974,0.069072634,0.032955304,0.15549356,0.018797122,0.04795104,0.08548229,0.22683212,0.29687008,0.09037901,0.07623523,0.0819788,0.10554477,0.092436954,0.106934264,0.12912628,0.029378382,0.110854834,0.09215278,0.15487666,0.1651389,0.25676134,0.0873524,0.05886606,0.13856818,0.28728408,0.0044617187,0.16841409,0.13937321,0.103038475,0.08041311,0.14942995,0.087435186,0.1546162,0.12578887,0.12700199,0.15413943,0.16949666,0.098910615,0.12595311,0.100348614,0.16876152,0.13497931,0.06857697,0.061460573,0.1708847,0.08992722,0.14969502,0.05357882,0.07031872,0.17890316,0.16751598,0.15588057,0.07557407,0.072895974,0.062244948,0.08031783,0.12026781,0.23533446,0.1823167,0.14948408,0.112574644,0.12683883,0.09422577,0.15082791,0.12758528,0.23158714,0.19395933,0.16960795,0.14978978,0.052330356,0.06743387,0.12287137,0.21084008,0.06341929,0.12582046,0.09498706,0.09834948,0.1631041,0.09097673,0.047424287,0.14230312,0.117532015,0.14399563,0.1512396,0.049686655,0.1204014,0.047117095,0.14886704,0.06814449,0.028258886,0.12340291,0.099690676,0.124937855,0.1324199,0.13637096,-0.013458051,0.07308975,0.04390476,0.11063731,0.07237187,0.18372586,0.17998968,0.14684838,0.097214185,0.17550156,0.10810776,0.020747809,0.029099828,0.088945664,0.0558838,0.17197117,0.23399442,0.23877493,0.1557257,0.06291988,0.02776751,0.02179483,0.07209148,0.11713004,0.050923377,0.08065105,0.06675166,0.081778064,0.09558712,0.12234111,0.020996545,0.109943144,0.08728084,0.16771503,0.07031365,0.11543802,0.1403971,0.103222415,0.17869091,0.11738445,0.14858708,0.23284,0.10503802,0.14513525,0.029308,-0.0037227925,0.054796003,0.0724578,0.07219506,0.08421001,0.25330335,0.15190685,0.08133126,0.08209727,0.15205063,0.104242004,0.109086365,0.11034672,0.15913418,0.08010805,0.10542197,0.0684566,0.07172642,0.13092756,-0.01187868,0.12479397,0.03414975,0.14151232,0.029207813,0.08992179,0.09783503,0.030261688,0.3722716,0.09760471,0.06921039,0.073949516,0.086116195,0.031987324,0.14634636,0.052649938,0.086341366,0.022435207,0.020747809,0.09024726,0.0050480887,0.092436954,0.23790501,0.01879053,0.035133872,0.123277605,0.04142571,-0.019709181,0.18850745,0.33025613,0.10650959,0.23371512,0.095613144,0.10069663,0.12683162,0.10667363,0.18345909
暴虐,0.23106012,0.11532374,0.10195943,1.0000002,0.16840284,0.2854111,0.09233427,0.25050417,0.115188845,0.2031868,0.2536968,0.081204906,0.20513219,0.06850727,0.08955519,0.057687387,0.17566046,0.11847812,0.12693761,0.12326451,0.08848932,0.2040772,0.15521115,0.24833114,0.17489465,0.12626117,0.24833114,0.21481675,0.09488422,0.08364222,0.15513405,0.100066766,0.059059314,0.08939274,0.050175432,0.18140392,0.12516274,0.041266773,0.13550599,0.04292403,0.1678258,0.14432117,0.12361879,0.057334077,0.015386856,0.11384452,0.042088557,0.18290105,0.19468069,0.20633194,0.15413855,0.29360482,0.11422975,0.097170606,0.14253567,0.16220677,0.27936587,0.21802361,0.04980714,0.23512629,0.18087302,0.21802361,0.16979538,0.24783231,0.37759635,0.21802361,0.18819174,0.2645475,0.19983609,0.41386417,0.029456198,0.29890412,0.26700315,0.30676845,0.015613312,0.19404215,0.35821974,0.2124827,0.10731314,0.30531636,0.2209672,0.11363694,0.20195855,0.5269594,0.16840284,0.12866916,0.21270643,0.16463353,0.11365195,0.123308316,0.15358101,0.27918375,0.33777568,0.3065046,0.28364104,0.11275886,0.38684472,0.065370135,0.115918204,0.3227372,0.09592746,0.1805822,0.21253458,0.46091613,0.11263646,0.23912844,0.14148235,0.2910794,0.2670031,0.19099762,0.56383824,0.16868143,0.13361908,0.24508221,0.56029886,0.08889384,0.015684623,0.12099989,0.15818608,0.08695668,0.13529168,0.3225406,0.054649554,0.09940121,0.04429024,0.16042697,0.111293666,0.13044178,0.11067765,0.088937394,0.26700315,0.17755932,0.11622772,0.07935368,0.15488125,0.1968673,0.028004823,0.1757853,0.19384807,0.12766257,0.22557536,0.08866393,0.06528858,0.106412515,0.12010766,0.12083272,0.030079108,0.122539446,0.047351032,0.09707827,0.29670843,0.07428174,0.21287462,0.2031868,-0.0056919125,0.11955961,0.23690942,0.00035116082,0.13620394,0.17048937,0.06348435,0.2377257,0.19404215,0.058467705,0.107681185,0.060788114,0.108087964,0.009244595,0.040776543,0.18143535,0.09457891,0.0029492974,0.13595387,0.22151658,0.10097179,0.13896754,0.15137789,0.19945852,0.16288081,0.0753835,0.09900198,0.04911589,0.08018677,0.10096762,0.116404325,0.14815503,0.17209497,0.17209497,0.13950056,0.31898153,0.089588284,0.13979442,0.10068475,0.15909576,0.090194836,0.02619453,0.030221643,0.08356742,0.15578292,0.05618297,0.1479643,0.15971966,0.2309911,0.17896292,0.27051717,0.118982434,0.075750336,0.06869627,0.12792738,0.21397755,0.14359444,0.09246714,0.118230686,0.10699761,0.20803729,0.104305334,0.108356506,0.21802361,0.018647026,0.20933706,0.043371838,0.1558738,0.2172759,0.2681738,0.23971014,0.22223468,0.09073612,0.12874734,0.03398371,0.12340856,0.055219125,0.23724414,0.1987032,0.106929794,0.1098019,0.16081415,0.081832096,0.087058224,-0.017352892,0.090144135,0.21345589,0.06489438,0.083458826,0.13811263,0.05689923,0.117986254,0.19214053,0.08504866,0.17114788,0.09278952,0.15201327,0.03590113,0.032862976,0.22824854,0.11647547,0.16993535,0.16405904,0.12487063,0.050264403,0.07023221,0.13790599,0.13811256,0.2291414,0.23772562,0.10206993,0.077102505,0.33157143,0.14031786,0.16818514,0.2224461,0.08400262,0.12890545,0.14438458,0.25230238,0.0934548,0.2027026,0.36329028,0.25032678,0.14451161,0.12176049,0.18410346,0.17688456,0.21114373,0.39176577,0.13922308,0.10748734,0.09295982,0.111443534,0.21392494,0.12133731,0.08541399,0.08955519,0.046655566,0.32281178,0.27970922,0.10295162,0.29564366,0.13203353,0.30531636,0.07200078,0.41550276,0.21490279,0.23630926,0.105656624,0.06612948,0.027273053,0.130568,0.17612076,0.0033718199,0.05464414,0.07729849,0.12919085,0.17846715,0.22547153,0.23512,0.3248894,0.1629737,0.14319357,0.23578253,0.13111724,0.15796512,0.1621054,0.29191604,0.10023429,0.12619232,0.18850252,0.15320627,0.053950317,0.38290173,0.16269985,0.1817911,0.16189374,0.15487859,0.22244142,0.24581133,0.1524799,0.112984225,0.24568772,0.0753835,0.07811456,0.11423873,0.14724645,0.15163775,0.23597112,0.50516874,0.2162699,0.45064718,0.03372364,0.22034743,0.06251533,0.08431223,0.22369799,0.24819611,0.14325985,0.037498698,0.04642453,0.10000272,0.15688005,0.12414497,0.098532364,0.050724696,0.0033824393,0.08023727,0.118982434,0.27800608,0.086479485,0.15985756,0.30802947,0.2070496,0.105056524,0.05268704,0.092451744,0.20864019,0.08746449,0.14060375,0.13145372,0.36945748,0.095317826,0.15759549,0.20302626,0.32329604,0.0687124,0.10461183,0.2214543,0.2148168,0.17515954,0.042536646,0.27103233,0.09965497,0.13618147,0.18694869,0.11336666,0.2902069,0.121316254,0.3284672,0.17869261,0.102207184,0.10329995,0.16431412,0.5168768,0.16371664,0.5602989,0.28160545,0.26077518,0.2007956,0.3979923,0.05013158,0.14100447,0.09232307,0.121548414,0.12330487,0.21779877,0.12866583,0.03190202,0.060549624,0.19922417,0.1376577,0.20057014,0.46806583,0.1482876,0.1359202,0.15646365,0.0884545,0.092447996,0.10053384,0.1704894,0.24658854,0.10000272,0.18037814,0.14844084,0.2291414,0.10380599,0.2616328,0.13427112,0.27670994,0.100427836,0.16592205,0.18176594,0.119039595,0.36340836,0.09578394,0.13186972,0.21535021,0.12616055,0.21746305,0.18815479
